url,category
https://news.gatech.edu/news/2016/09/27/optimization-technique-identifies-cost-effective-biodiversity-corridors,earth_and_environment

https://news.gatech.edu/news/2016/08/11/solar-power-people,earth_and_environment

https://news.gatech.edu/news/2016/07/09/message-institute-diversity-vice-president-archie-ervin-reflecting-tragic-events,society_and_culture

https://news.gatech.edu/news/2016/06/20/pulse-community-georgia-tech-reflects-orlando,society_and_culture

https://news.gatech.edu/news/2016/06/07/social-media-profile-black-lives-matter-movement,society_and_culture

https://news.gatech.edu/news/2016/05/19/seise-tool-uses-semantic-gaps-detect-website-promotional-attacks,science_and_technology

https://news.gatech.edu/news/2016/05/12/lower-income-families-less-likely-use-online-learning-tools,science_and_technology

https://news.gatech.edu/news/2016/05/09/georgia-tech-research-finds-fan-communities-are-reshaping-social-web-better,science_and_technology

https://news.gatech.edu/news/2016/05/06/lgbtqia-resource-center-hosts-fourth-annual-lavender-graduation-and-second-annual,society_and_culture

https://news.gatech.edu/news/2016/05/05/significant-portion-postdoc-researchers-eye-non-academic-careers-study-shows,society_and_culture

https://news.gatech.edu/news/2016/04/12/georgia-tech-graduate-making-travel-safer-women-pakistan,society_and_culture

https://news.gatech.edu/news/2016/03/21/project-seeks-improve-interim-online-communication-between-cubans-and-rest-world,science_and_technology

https://news.gatech.edu/news/2016/03/15/who-will-win-inventure-prize,business_and_economic_development

https://news.gatech.edu/news/2016/03/11/professor-touts-keys-international-community-development-success,society_and_culture

https://news.gatech.edu/news/2016/03/11/using-engineering-make-world-difference,society_and_culture

https://news.gatech.edu/news/2016/03/09/banning-words-instagram-doesnt-help-it-makes-it-worse,society_and_culture

https://news.gatech.edu/news/2016/03/07/what-going-viral-looked-120-years-ago,society_and_culture

https://news.gatech.edu/news/2016/02/25/people-food-deserts-eat-much-differently-rest-america,health_and_medicine

https://news.gatech.edu/news/2016/02/22/black-history-month-lecture-covers-criminal-justice-system-blacklivesmatter-and,society_and_culture

https://news.gatech.edu/news/2016/02/22/georgia-tech-discovers-how-mobile-ads-leak-personal-data,science_and_technology

https://news.gatech.edu/news/2016/02/17/wearable-robot-transforms-musicians-three-armed-drummers,science_and_technology

https://news.gatech.edu/news/2016/02/12/using-stories-teach-human-values-artificial-agents,science_and_technology

https://news.gatech.edu/news/2016/02/10/six-finalists-competing-inventure-prize,business_and_economic_development

https://news.gatech.edu/news/2016/01/27/mlk-lecture-keynote-speaker-challenges-community-seek-authenticity-and-courage-lead,society_and_culture

https://news.gatech.edu/news/2016/01/14/humanitarian-activist-receive-ivan-allen-jr-prize-social-courage,society_and_culture

https://news.gatech.edu/news/2016/01/14/georgia-tech-students-launch-different-games-collective-foster-diversity-and,society_and_culture

https://news.gatech.edu/news/2016/01/12/astronomical-odds,society_and_culture

https://news.gatech.edu/news/2015/12/16/georgia-tech-students-featured-during-cnn-primetime-debate,business_and_economic_development

https://news.gatech.edu/news/2015/12/08/creating-next-generation-musical-instruments,science_and_technology

https://news.gatech.edu/news/2015/11/19/diamond-eye-provides-real-time-streaming-data-science-business-world,business_and_economic_development

https://news.gatech.edu/news/2015/11/10/collaboration-cnn-investigates-use-uavs-newsgathering,society_and_culture

https://news.gatech.edu/news/2015/11/10/collaboration-cnn-investigates-use-uavs-newsgathering-0,society_and_culture

https://news.gatech.edu/news/2015/10/28/carnegie-corp-awards-485000-grant-nunn-school-study-nuclear-instability,science_and_technology

https://news.gatech.edu/news/2015/10/26/assessing-role-negative-citations-science,society_and_culture

https://news.gatech.edu/news/2015/09/28/georgia-tech-joins-new-coalition-aimed-improving-college-admission-process,society_and_culture

